,Gender,Label,Name_written,Name_spoken,segments,syllables,SCR,OCR,SCE,OCE,FVR,CVR,BVR,VE
0,Male,0,adrian,eɪ d r i ə n,6,2,0.3333333333333333,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
1,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
2,Male,0,dennis,d e n ɪ s,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
3,Male,0,marshall,m ɒ r ʃ ə l,6,2,0.5,0.16666666666666666,1,0,0.0,0.16666666666666666,0.16666666666666666,0
4,Male,0,joshua,ʤ ɒ ʃ u ə,5,2,0.0,0.4,0,0,0.0,0.2,0.4,1
5,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
6,Male,0,genesis,ʤ e n ə s ə s,7,3,0.14285714285714285,0.42857142857142855,0,1,0.14285714285714285,0.2857142857142857,0.0,0
7,Male,0,johnathon,ʤ ɒ n ə ɵ ə n,7,3,0.2857142857142857,0.2857142857142857,1,0,0.0,0.2857142857142857,0.14285714285714285,0
8,Male,0,robert,r ɒ b ɜ t,5,2,0.2,0.4,0,1,0.2,0.0,0.2,0
9,Male,0,nicholas,n ɪ k ə l ə s,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.2857142857142857,0.0,0
10,Male,0,james,ʤ eɪ m z,4,2,0.25,0.5,0,1,0.0,0.0,0.0,0
11,Male,0,peyton,p eɪ t ə n,5,2,0.2,0.4,1,0,0.0,0.2,0.0,0
12,Male,0,steven,s t i v ə n,6,2,0.16666666666666666,0.5,1,0,0.16666666666666666,0.16666666666666666,0.0,0
13,Male,0,joshua,ʤ ɒ ʃ u ə,5,2,0.0,0.4,0,0,0.0,0.2,0.4,1
14,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
15,Male,0,robert,r ɒ b ɜ t,5,2,0.2,0.4,0,1,0.2,0.0,0.2,0
16,Male,0,shawn,ʃ ɔ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
17,Male,0,isaiah,aɪ z eɪ ə,4,3,0.0,0.25,0,0,0.0,0.25,0.0,1
18,Male,0,alex,æ l ə k s,5,2,0.2,0.4,0,1,0.2,0.2,0.0,0
19,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
20,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
21,Male,0,patrick,p æ t r ɪ k,6,2,0.16666666666666666,0.5,0,1,0.3333333333333333,0.0,0.0,0
22,Male,0,andy,æ n d i,4,2,0.25,0.25,0,0,0.5,0.0,0.0,1
23,Male,0,richard,r ɪ ʧ ɜ d,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
24,Male,0,antonio,æ n t o n i o,7,3,0.2857142857142857,0.14285714285714285,0,0,0.2857142857142857,0.0,0.2857142857142857,1
25,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
26,Male,0,easton,i s t ə n,5,2,0.2,0.4,1,0,0.2,0.2,0.0,0
27,Male,0,reginald,r e ʤ ə n ə l d,8,3,0.375,0.25,0,1,0.125,0.25,0.0,0
28,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
29,Male,0,alexander,æ l ə g z æ n d ɜ,9,4,0.2222222222222222,0.3333333333333333,0,0,0.3333333333333333,0.1111111111111111,0.0,1
30,Male,0,dominick,d ɒ m ə n ɪ k,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0
31,Male,0,daniel,d æ n j ə l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
32,Male,0,nathaniel,n ə ɵ æ n j ə l,8,3,0.5,0.125,1,0,0.125,0.25,0.0,0
33,Male,0,devon,d e v ə n,5,2,0.2,0.4,1,0,0.2,0.2,0.0,0
34,Male,0,daniel,d æ n j ə l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
35,Male,0,gonzalo,g ɒ n z ɒ l o,7,3,0.2857142857142857,0.2857142857142857,0,0,0.0,0.0,0.42857142857142855,1
36,Male,0,raphael,r ɒ f aɪ e l,6,2,0.3333333333333333,0.16666666666666666,1,0,0.16666666666666666,0.0,0.16666666666666666,0
37,Male,0,reginald,r e ʤ ə n ə l d,8,3,0.375,0.25,0,1,0.125,0.25,0.0,0
38,Male,0,devin,d e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
39,Male,0,jack,ʤ æ k,3,1,0.0,0.6666666666666666,0,1,0.3333333333333333,0.0,0.0,0
40,Male,0,junior,ʤ u n j ɜ,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
41,Male,0,thomas,t ɒ m ə s,5,2,0.2,0.4,0,1,0.0,0.2,0.2,0
42,Male,0,raymond,r eɪ m ə n d,6,2,0.5,0.16666666666666666,0,1,0.0,0.16666666666666666,0.0,0
43,Male,0,david,d eɪ v ɪ d,5,2,0.0,0.6,0,1,0.2,0.0,0.0,0
44,Male,0,david,d eɪ v ɪ d,5,2,0.0,0.6,0,1,0.2,0.0,0.0,0
45,Male,0,victor,v ɪ k t ɜ,5,2,0.0,0.6,0,0,0.4,0.0,0.0,1
46,Male,0,angel,eɪ n ʤ ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
47,Male,0,levi,l i v aɪ,4,2,0.25,0.25,0,0,0.25,0.0,0.0,0
48,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
49,Male,0,christian,k r ɪ s ʧ ə n,7,2,0.2857142857142857,0.42857142857142855,1,0,0.14285714285714285,0.14285714285714285,0.0,0
50,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
51,Male,0,caleb,k eɪ l ə b,5,2,0.2,0.4,0,1,0.0,0.2,0.0,0
52,Male,0,benjamin,b e n ʤ ə m ə n,8,3,0.375,0.25,1,0,0.125,0.25,0.0,0
53,Male,0,kyle,k aɪ l,3,2,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.0,0
54,Male,0,kirk,k ɜ k,3,1,0.0,0.6666666666666666,0,1,0.3333333333333333,0.0,0.0,0
55,Male,0,devon,d e v ə n,5,2,0.2,0.4,1,0,0.2,0.2,0.0,0
56,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
57,Male,0,luca,l u k ə,4,2,0.25,0.25,0,0,0.0,0.25,0.25,1
58,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
59,Male,0,erik,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
60,Male,0,justin,ʤ ə s t ə n,6,2,0.16666666666666666,0.5,1,0,0.0,0.3333333333333333,0.0,0
61,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
62,Male,0,ethan,i ɵ ə n,4,2,0.25,0.25,1,0,0.25,0.25,0.0,0
63,Male,0,conner,k ɒ n ɜ,4,2,0.25,0.25,0,0,0.25,0.0,0.25,1
64,Male,0,jason,ʤ eɪ s ə n,5,2,0.2,0.4,1,0,0.0,0.2,0.0,0
65,Male,0,hugo,h j u g o,5,2,0.2,0.4,0,0,0.0,0.0,0.4,1
66,Male,0,kevin,k e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
67,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
68,Male,0,lincoln,l ɪ ŋ k ə n,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
69,Male,0,mohammad,m o h ɒ m e d,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.0,0.2857142857142857,0
70,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
71,Male,0,david,d eɪ v ɪ d,5,2,0.0,0.6,0,1,0.2,0.0,0.0,0
72,Male,0,victor,v ɪ k t ɜ,5,2,0.0,0.6,0,0,0.4,0.0,0.0,1
73,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
74,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
75,Male,0,wyatt,w aɪ ə t,4,1,0.25,0.25,0,1,0.0,0.25,0.0,0
76,Male,0,christian,k r ɪ s ʧ ə n,7,2,0.2857142857142857,0.42857142857142855,1,0,0.14285714285714285,0.14285714285714285,0.0,0
77,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
78,Male,0,edwin,e d w ə n,5,2,0.4,0.2,1,0,0.2,0.2,0.0,0
79,Male,0,antonio,æ n t o n i o,7,3,0.2857142857142857,0.14285714285714285,0,0,0.2857142857142857,0.0,0.2857142857142857,1
80,Male,0,damian,d eɪ m i ə n,6,2,0.3333333333333333,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
81,Male,0,justin,ʤ ə s t ə n,6,2,0.16666666666666666,0.5,1,0,0.0,0.3333333333333333,0.0,0
82,Male,0,nathaniel,n ə ɵ æ n j ə l,8,3,0.5,0.125,1,0,0.125,0.25,0.0,0
83,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
84,Male,0,salvatore,s æ l v ə t ɔ r i,9,4,0.2222222222222222,0.3333333333333333,0,0,0.2222222222222222,0.1111111111111111,0.1111111111111111,1
85,Male,0,robert,r ɒ b ɜ t,5,2,0.2,0.4,0,1,0.2,0.0,0.2,0
86,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
87,Male,0,simon,s aɪ m ə n,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
88,Male,0,thomas,t ɒ m ə s,5,2,0.2,0.4,0,1,0.0,0.2,0.2,0
89,Male,0,brian,b r aɪ ə n,5,1,0.4,0.2,1,0,0.0,0.2,0.0,0
90,Male,0,jayson,ʤ eɪ z ə n,5,2,0.2,0.4,1,0,0.0,0.2,0.0,0
91,Male,0,dillon,d ɪ l ə n,5,2,0.4,0.2,1,0,0.2,0.2,0.0,0
92,Male,0,andrew,æ n d r u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
93,Male,0,jordan,ʤ ɔ r d ə n,6,2,0.3333333333333333,0.3333333333333333,1,0,0.0,0.16666666666666666,0.16666666666666666,0
94,Male,0,derik,d e r ɪ k,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
95,Male,0,frederick,f r e d r ɪ k,7,3,0.2857142857142857,0.42857142857142855,0,1,0.2857142857142857,0.0,0.0,0
96,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
97,Male,0,jonathan,ʤ ɒ n ə ɵ ə n,7,3,0.2857142857142857,0.2857142857142857,1,0,0.0,0.2857142857142857,0.14285714285714285,0
98,Male,0,colin,k o l ɪ n,5,2,0.4,0.2,1,0,0.2,0.0,0.2,0
99,Male,0,bryce,b r aɪ s,4,2,0.25,0.5,0,1,0.0,0.0,0.0,0
100,Male,0,orion,o r aɪ ə n,5,2,0.4,0.0,1,0,0.0,0.2,0.2,0
101,Male,0,john,ʤ ɒ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
102,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
103,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
104,Male,0,zachary,z æ k ɜ i,5,3,0.0,0.4,0,0,0.6,0.0,0.0,1
105,Male,0,jacob,ʤ eɪ k ə b,5,2,0.0,0.6,0,1,0.0,0.2,0.0,0
106,Male,0,vincent,v ɪ n s ə n t,7,2,0.2857142857142857,0.42857142857142855,0,1,0.14285714285714285,0.14285714285714285,0.0,0
107,Male,0,christian,k r ɪ s ʧ ə n,7,2,0.2857142857142857,0.42857142857142855,1,0,0.14285714285714285,0.14285714285714285,0.0,0
108,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
109,Male,0,david,d eɪ v ɪ d,5,2,0.0,0.6,0,1,0.2,0.0,0.0,0
110,Male,0,louis,l u ɪ s,4,2,0.25,0.25,0,1,0.25,0.0,0.25,0
111,Male,0,john,ʤ ɒ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
112,Male,0,john,ʤ ɒ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
113,Male,0,jordan,ʤ ɔ r d ə n,6,2,0.3333333333333333,0.3333333333333333,1,0,0.0,0.16666666666666666,0.16666666666666666,0
114,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
115,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
116,Male,0,patrick,p æ t r ɪ k,6,2,0.16666666666666666,0.5,0,1,0.3333333333333333,0.0,0.0,0
117,Male,0,shawn,ʃ ɔ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
118,Male,0,nikko,n i k o,4,2,0.25,0.25,0,0,0.25,0.0,0.25,1
119,Male,0,alexander,æ l ə g z æ n d ɜ,9,4,0.2222222222222222,0.3333333333333333,0,0,0.3333333333333333,0.1111111111111111,0.0,1
120,Male,0,justin,ʤ ə s t ə n,6,2,0.16666666666666666,0.5,1,0,0.0,0.3333333333333333,0.0,0
121,Male,0,carlos,k ɒ r l o s,6,2,0.3333333333333333,0.3333333333333333,0,1,0.0,0.0,0.3333333333333333,0
122,Male,0,terrance,t e r ə n s,6,3,0.3333333333333333,0.3333333333333333,0,1,0.16666666666666666,0.16666666666666666,0.0,0
123,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
124,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
125,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
126,Male,0,immanuel,ɪ m ə n ʊ l,6,3,0.5,0.0,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0
127,Male,0,amari,ɒ m ɒ r i,5,3,0.4,0.0,0,0,0.2,0.0,0.4,1
128,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
129,Male,0,samuel,s æ m j u l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.0,0.16666666666666666,0
130,Male,0,damian,d eɪ m i ə n,6,2,0.3333333333333333,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
131,Male,0,quincy,k w ɪ n s i,6,2,0.3333333333333333,0.3333333333333333,0,0,0.3333333333333333,0.0,0.0,1
132,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
133,Male,0,jeremy,ʤ e r ə m i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
134,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
135,Male,0,steven,s t i v ə n,6,2,0.16666666666666666,0.5,1,0,0.16666666666666666,0.16666666666666666,0.0,0
136,Male,0,devin,d e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
137,Male,0,jacob,ʤ eɪ k ə b,5,2,0.0,0.6,0,1,0.0,0.2,0.0,0
138,Male,0,kevin,k e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
139,Male,0,daniel,d æ n j ə l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
140,Male,0,dylan,d ɪ l ə n,5,2,0.4,0.2,1,0,0.2,0.2,0.0,0
141,Male,0,xavier,z eɪ v j ɜ,5,2,0.2,0.4,0,0,0.2,0.0,0.0,1
142,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
143,Male,0,adam,æ d ə m,4,2,0.25,0.25,1,0,0.25,0.25,0.0,0
144,Male,0,alexander,æ l ə g z æ n d ɜ,9,4,0.2222222222222222,0.3333333333333333,0,0,0.3333333333333333,0.1111111111111111,0.0,1
145,Male,0,jose,h o z eɪ,4,2,0.0,0.5,0,0,0.0,0.0,0.25,0
146,Male,0,damien,d eɪ m i ə n,6,2,0.3333333333333333,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
147,Male,0,eric,e r ɪ k,4,2,0.25,0.25,0,1,0.5,0.0,0.0,0
148,Male,0,roy,r ɔɪ,2,1,0.5,0.0,0,0,0.0,0.0,0.0,0
149,Male,0,mitchell,m ɪ ʧ ə l,5,2,0.4,0.2,1,0,0.2,0.2,0.0,0
150,Male,0,joshua,ʤ ɒ ʃ u ə,5,2,0.0,0.4,0,0,0.0,0.2,0.4,1
151,Male,0,david,d eɪ v ɪ d,5,2,0.0,0.6,0,1,0.2,0.0,0.0,0
152,Male,0,timothy,t ɪ m ə ɵ i,6,3,0.16666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.16666666666666666,0.0,1
153,Male,0,edwin,e d w ə n,5,2,0.4,0.2,1,0,0.2,0.2,0.0,0
154,Male,0,anthony,æ n ɵ ə n i,6,3,0.3333333333333333,0.16666666666666666,0,0,0.3333333333333333,0.16666666666666666,0.0,1
155,Male,0,sean,ʃ ɔ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
156,Male,0,richard,r ɪ ʧ ɜ d,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
157,Male,0,peter,p i t ɜ,4,2,0.0,0.5,0,0,0.5,0.0,0.0,1
158,Male,0,dominick,d ɒ m ə n ɪ k,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0
159,Male,0,luis,l u i s,4,1,0.25,0.25,0,1,0.25,0.0,0.25,0
160,Male,0,chance,ʧ æ n s,4,2,0.25,0.5,0,1,0.25,0.0,0.0,0
161,Male,0,steven,s t i v ə n,6,2,0.16666666666666666,0.5,1,0,0.16666666666666666,0.16666666666666666,0.0,0
162,Male,0,jonathan,ʤ ɒ n ə ɵ ə n,7,3,0.2857142857142857,0.2857142857142857,1,0,0.0,0.2857142857142857,0.14285714285714285,0
163,Male,0,henry,h e n r i,5,2,0.4,0.2,0,0,0.4,0.0,0.0,1
164,Male,0,zachary,z æ k ɜ i,5,3,0.0,0.4,0,0,0.6,0.0,0.0,1
165,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
166,Male,0,derek,d e r ɪ k,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
167,Male,0,mark,m ɒ r k,4,1,0.5,0.25,0,1,0.0,0.0,0.25,0
168,Male,0,andrew,æ n d r u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
169,Male,0,aron,e r ə n,4,2,0.5,0.0,1,0,0.25,0.25,0.0,0
170,Male,0,osama,o s ɒ m ə,5,3,0.2,0.2,0,0,0.0,0.2,0.4,1
171,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
172,Male,0,alonzo,ə l ɒ n z o,6,3,0.3333333333333333,0.16666666666666666,0,0,0.0,0.16666666666666666,0.3333333333333333,1
173,Male,0,solomon,s ɒ l ə m ə n,7,3,0.42857142857142855,0.14285714285714285,1,0,0.0,0.2857142857142857,0.14285714285714285,0
174,Male,0,todd,t ɒ d,3,1,0.0,0.6666666666666666,0,1,0.0,0.0,0.3333333333333333,0
175,Male,0,brian,b r aɪ ə n,5,1,0.4,0.2,1,0,0.0,0.2,0.0,0
176,Male,0,joseph,ʤ o s ə f,5,2,0.0,0.6,0,1,0.0,0.2,0.2,0
177,Male,0,stefan,s t e f ɒ n,6,2,0.16666666666666666,0.5,1,0,0.16666666666666666,0.0,0.16666666666666666,0
178,Male,0,leroy,l i r ɔɪ,4,2,0.5,0.0,0,0,0.25,0.0,0.0,0
179,Male,0,james,ʤ eɪ m z,4,2,0.25,0.5,0,1,0.0,0.0,0.0,0
180,Male,0,jeffrey,ʤ e f r i,5,2,0.2,0.4,0,0,0.4,0.0,0.0,1
181,Male,0,tyler,t aɪ l ɜ,4,2,0.25,0.25,0,0,0.25,0.0,0.0,1
182,Male,0,darius,d ɜ aɪ ə s,5,2,0.0,0.4,0,1,0.2,0.2,0.0,0
183,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
184,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
185,Male,0,albert,æ l b ɜ t,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
186,Male,0,wesley,w e s l i,5,2,0.4,0.2,0,0,0.4,0.0,0.0,1
187,Male,0,donald,d ɒ n ə l d,6,2,0.3333333333333333,0.3333333333333333,0,1,0.0,0.16666666666666666,0.16666666666666666,0
188,Male,0,nicholas,n ɪ k ə l ə s,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.2857142857142857,0.0,0
189,Male,0,christian,k r ɪ s ʧ ə n,7,2,0.2857142857142857,0.42857142857142855,1,0,0.14285714285714285,0.14285714285714285,0.0,0
190,Male,0,thomas,t ɒ m ə s,5,2,0.2,0.4,0,1,0.0,0.2,0.2,0
191,Male,0,caleb,k eɪ l ə b,5,2,0.2,0.4,0,1,0.0,0.2,0.0,0
192,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
193,Male,0,james,ʤ eɪ m z,4,2,0.25,0.5,0,1,0.0,0.0,0.0,0
194,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
195,Male,0,adam,æ d ə m,4,2,0.25,0.25,1,0,0.25,0.25,0.0,0
196,Male,0,johan,j o h ɒ n,5,2,0.4,0.2,1,0,0.0,0.0,0.4,0
197,Male,0,michael,m aɪ k ə l,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
198,Male,0,kevin,k e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
199,Male,0,john,ʤ ɒ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
200,Male,0,isaiah,aɪ z eɪ ə,4,3,0.0,0.25,0,0,0.0,0.25,0.0,1
201,Male,0,devon,d e v ə n,5,2,0.2,0.4,1,0,0.2,0.2,0.0,0
202,Male,0,aaron,e r ə n,4,2,0.5,0.0,1,0,0.25,0.25,0.0,0
203,Male,0,timothy,t ɪ m ə ɵ i,6,3,0.16666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.16666666666666666,0.0,1
204,Male,0,paul,p ɔ l,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
205,Male,0,baby,b eɪ b i,4,2,0.0,0.5,0,0,0.25,0.0,0.0,1
206,Male,0,nicholas,n ɪ k ə l ə s,7,3,0.2857142857142857,0.2857142857142857,0,1,0.14285714285714285,0.2857142857142857,0.0,0
207,Male,0,kevin,k e v ɪ n,5,2,0.2,0.4,1,0,0.4,0.0,0.0,0
208,Male,0,micah,m aɪ k ə,4,2,0.25,0.25,0,0,0.0,0.25,0.0,1
209,Male,0,tyrone,t aɪ r o n,5,3,0.4,0.2,1,0,0.0,0.0,0.2,0
210,Male,0,alexander,æ l ə g z æ n d ɜ,9,4,0.2222222222222222,0.3333333333333333,0,0,0.3333333333333333,0.1111111111111111,0.0,1
211,Male,0,richard,r ɪ ʧ ɜ d,5,2,0.2,0.4,0,1,0.4,0.0,0.0,0
212,Male,0,zachary,z æ k ɜ i,5,3,0.0,0.4,0,0,0.6,0.0,0.0,1
213,Male,0,nathan,n eɪ ɵ ə n,5,2,0.4,0.2,1,0,0.0,0.2,0.0,0
214,Male,0,keith,k i ɵ,3,1,0.0,0.6666666666666666,0,1,0.3333333333333333,0.0,0.0,0
215,Male,0,shawn,ʃ ɔ n,3,1,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.3333333333333333,0
216,Male,0,christopher,k r ɪ s t ə f ɜ,8,3,0.125,0.5,0,0,0.25,0.125,0.0,1
217,Male,0,andrew,æ n d r u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
218,Male,0,blake,b l eɪ k,4,2,0.25,0.5,0,1,0.0,0.0,0.0,0
219,Male,0,donald,d ɒ n ə l d,6,2,0.3333333333333333,0.3333333333333333,0,1,0.0,0.16666666666666666,0.16666666666666666,0
220,Male,0,brandon,b r æ n d ə n,7,2,0.42857142857142855,0.2857142857142857,1,0,0.14285714285714285,0.14285714285714285,0.0,0
221,Male,0,elliott,e l i ə t,5,2,0.2,0.2,0,1,0.4,0.2,0.0,0
222,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
223,Male,0,jayson,ʤ eɪ z ə n,5,2,0.2,0.4,1,0,0.0,0.2,0.0,0
224,Male,0,andrew,æ n d r u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
225,Male,0,connor,k ɒ n ɜ,4,2,0.25,0.25,0,0,0.25,0.0,0.25,1
226,Male,0,daniel,d æ n j ə l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
227,Male,0,ethan,i ɵ ə n,4,2,0.25,0.25,1,0,0.25,0.25,0.0,0
228,Male,0,andrew,æ n d r u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
229,Male,0,darius,d ɜ aɪ ə s,5,2,0.0,0.4,0,1,0.2,0.2,0.0,0
230,Male,0,christian,k r ɪ s ʧ ə n,7,2,0.2857142857142857,0.42857142857142855,1,0,0.14285714285714285,0.14285714285714285,0.0,0
231,Male,0,matthew,m æ ɵ j u,5,2,0.4,0.2,0,0,0.2,0.0,0.2,1
232,Male,0,daniel,d æ n j ə l,6,2,0.5,0.16666666666666666,1,0,0.16666666666666666,0.16666666666666666,0.0,0
233,Male,0,dale,d eɪ l,3,2,0.3333333333333333,0.3333333333333333,1,0,0.0,0.0,0.0,0
234,Male,0,brandon,b r æ n d ə n,7,2,0.42857142857142855,0.2857142857142857,1,0,0.14285714285714285,0.14285714285714285,0.0,0
235,Male,0,joshua,ʤ ɒ ʃ u ə,5,2,0.0,0.4,0,0,0.0,0.2,0.4,1
236,Male,0,jeffrey,ʤ e f r i,5,2,0.2,0.4,0,0,0.4,0.0,0.0,1
237,Male,0,luis,l u i s,4,1,0.25,0.25,0,1,0.25,0.0,0.25,0
238,Male,0,brandon,b r æ n d ə n,7,2,0.42857142857142855,0.2857142857142857,1,0,0.14285714285714285,0.14285714285714285,0.0,0
239,Male,0,ryan,r aɪ ə n,4,1,0.5,0.0,1,0,0.0,0.25,0.0,0
240,Male,0,chaim,h aɪ ɪ m,4,1,0.25,0.25,1,0,0.25,0.0,0.0,0
241,Male,0,justin,ʤ ə s t ə n,6,2,0.16666666666666666,0.5,1,0,0.0,0.3333333333333333,0.0,0
